sample_id,F_wind_kN,w_snow_kNm,E_Pa,max_disp_x,min_disp_x,max_disp_y,min_disp_y,max_force_x,max_force_y,max_moment_z,min_moment_z
73,50.297,3.01870282805323,194262772683.7777,0.025892194543114,0.0,0.0,-0.034837599613514,27704.421905194,20830.32318366,36297.569653383,-35997.400250663
74,50.297,3.01870282805323,199999999999.99985,0.025149451050382,0.0,0.0,-0.033838248230786,27704.42190494,20830.323183614,36297.56965318,-35997.400250507
75,50.297,3.01870282805323,200360324194.48737,0.025104225787647,0.0,0.0,-0.033777398247947,27704.421905011,20830.32318358,36297.569653276,-35997.40025058
76,50.297,3.01870282805323,206277632535.01492,0.024384083439409,0.0,0.0,-0.032808456401346,27704.421905052,20830.323183576,36297.569653266,-35997.400250577
77,50.297,3.01870282805323,211049464042.2317,0.023832751132228,0.0,0.0,-0.032066646195201,27704.421905055,20830.32318363,36297.569653265,-35997.400250577
78,50.297,3.2254176635732805,199999999999.99985,0.025151516431895,0.0,0.0,-0.036252806147706,26919.57694116,22070.923183794,38059.71608011,-36746.757708389
79,50.297,3.907169414488192,194262772683.7777,0.025901332178553,0.0,0.0,-0.045520058098692,25964.873139108,26161.523183599,43869.998341499,-39217.595703541
80,50.297,3.907169414488192,199999999999.99985,0.025158326563679,0.0,0.0,-0.044214269712075,25964.873139079,26161.523183596,43869.998341501,-39217.595703542
81,50.297,3.907169414488192,206277632535.01492,0.024392688846222,0.0,0.0,-0.042868706744564,25964.873139498,26161.52318337,43869.998341423,-39217.595703543
82,50.297,4.898212806695761,199999999999.99985,0.025168228940806,0.0,0.0,-0.055790757794619,29727.776448624,32109.523183582,52318.528848241,-42810.355786484
