time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0047959664306998,0,10719.139004586,15468.243088808,22636.381179786,-0.0015489497919479,-0.030124650627086,-20167.586291288
