time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0029917771050632,0,8297.6885883843,12395.924182616,17931.901556501,-0.001631421729936,-0.022442274152001,-16726.843729633
