time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,3607393.1630038,0,8177.2761545671,11748.815820528,17218.719888367,-1079712.7762945,-22190481.04986,-15249.361684814
