time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0026563569515141,0,4888.879781204,6679.212200634,9959.9880070341,-0.00023442951972179,-0.013085032728147,-8205.386001216
