time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0039766575034129,0,9446.1280801975,14007.989529947,20313.334710516,-0.0019569968634191,-0.028669644199747,-18768.159412254
