time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0029402413446443,0,7742.5762773062,11345.976545602,16518.335129682,-0.0012155554145671,-0.019927793604535,-15024.665674642
