time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.025892194543114,0,27704.421905194,20830.32318366,36297.569653383,0,-0.034837599613514,-35997.400250663
