time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0027531337619024,0,6605.1796695353,9679.5982603458,14092.118251193,-0.0011388511242452,-0.01866321510264,-12818.479647996
