time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0031222264140303,0,7434.2248907443,10788.20655029,15757.806698513,-0.0011071163040583,-0.020153282335595,-14146.40519472
