time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.024384083439409,0,27704.421905052,20830.323183576,36297.569653266,0,-0.032808456401346,-35997.400250577
