time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0049405461114251,0,11561.671951419,16914.390046741,24638.918742707,-0.0019914325336061,-0.033204710161168,-22361.478276424
