time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0027045973569883,0,6547.2844335294,9559.0859246197,13934.018457317,-0.0010565338635765,-0.017992644447234,-12611.859211107
