time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0050164710268898,0,9256.9350113246,12502.567561101,18719.014921775,-0.00031567349830451,-0.023587728440002,-15155.275311388
