time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0036517614015139,0,9178.3004969219,13609.293315741,19735.908599391,-0.0017942550179972,-0.026311651607269,-18231.991442025
