time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0033484016878125,0,9006.8901885453,13558.541284173,19564.52917982,-0.002023993027965,-0.026204533815333,-18429.056337834
