time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0045821972576505,0,9598.6641788727,13590.318019458,20017.137029193,-0.0010334380352495,-0.026331842983525,-17369.644834583
