time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0046491748626403,0,13179.378018476,20090.681433739,28871.309311053,-0.0032362419190387,-0.038248904297258,-27629.938973665
