time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.003597064541389,0,9580.1561445419,14139.111474883,20535.985711725,-0.0016530035796842,-0.025289896801949,-18855.718962925
