time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0036476999526927,0,8033.6723809409,11410.005588673,16787.895329077,-0.00087734055117862,-0.021261677842629,-14631.439443257
