time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0028542202685351,0,6122.8174058864,8640.1119774734,12740.547952404,-0.00059895663029474,-0.016156285099816,-11003.38417778
