time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0039037598825326,0,9276.9349446176,13418.00447724,19620.763025554,-0.0013109773174246,-0.024795858992733,-17535.890253626
