time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0054281181397536,0,11214.808894914,15729.308445642,23242.777688169,-0.00098892073005483,-0.029901757697028,-19899.809231265
