time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0042995417550255,0,12389.286818117,19065.828493159,27314.584910447,-0.0033048262497229,-0.036692986508042,-26448.091978344
