time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0029548463825819,0,7471.0282547827,11121.110408257,16106.780965544,-0.0015336255431773,-0.021739087594659,-14955.072883538
