time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0031638378994394,0,6796.7828615858,9633.7799030318,14184.268024901,-0.00073004939624529,-0.018271713828132,-12327.188995275
