time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0032921815340576,0,6717.7460652983,9413.5561052392,13914.43149149,-0.00058680481894906,-0.018064333194531,-11897.906439075
