time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0029758781750263,0,6435.4536447412,9202.6478505065,13508.75081215,-0.00081719050846993,-0.017902410619178,-11885.960307145
