time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0032568409572366,0,8056.1063824055,11775.774542246,17158.489164993,-0.0012955961851629,-0.021794547517282,-15554.723742223
