time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0036386245690316,0,8403.9507802961,12086.056538825,17707.23374255,-0.0011076841098778,-0.022484796468711,-15702.632353839
