time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0033661154445825,0,8715.3937966675,13098.253884927,18910.521502304,-0.0019907176113298,-0.026101801416927,-17775.850654421
