time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0036465233524189,0,7287.9920613408,10225.301508662,15107.853884256,-0.00066994881392755,-0.020118296257304,-12941.338797923
