time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0035938360462322,0,7799.2962231037,11075.961805391,16296.991180114,-0.00086254333809573,-0.020937614607233,-14201.497126818
