time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0043426933865521,0,10596.873641834,15612.835930252,22689.412987215,-0.0019462227442481,-0.030260943900272,-20785.941684668
