time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0045450824534207,0,10250.003178286,14756.759204632,21612.228686417,-0.001409918262328,-0.028230473545015,-19193.760643364
