time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0046722064165913,0,7535.6638710859,9774.1556693532,14847.014016931,-4.408275116817e-07,-0.01882580459889,-11270.545323671
