time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0027564242503248,0,5923.6119798154,8301.786551249,12270.561724024,-0.00049284277741385,-0.015133023433894,-10494.172211829
