sample_id,F_wind_kN,w_snow_kNm,E_Pa,max_disp_x,min_disp_x,max_disp_y,min_disp_y,max_force_x,max_force_y,max_moment_z,min_moment_z
252,4.486093414230762,2.114371154986412,202802108693.01773,0.0039810039837281,-0.0011445425183007,0.0,-0.024230822027991,9020.527919229,12931.425246412,18966.276770341,-16745.404306169
253,2.64575679043527,2.5542682226599904,199574544510.38544,0.0038220164428806,-0.0022944118553341,0.0,-0.029823980931617,10283.40914752,15472.139516836,22329.582055702,-21019.774888494
254,3.503783738869477,2.6493414738810213,193756488329.10803,0.0043837204517608,-0.002200409456158,0.0,-0.031840809092052,10834.274727554,16089.030357044,23320.28431912,-21585.704747716
255,1.9095403872661607,2.3921308261646086,207307635363.56293,0.0032961913780045,-0.0022440570304166,0.0,-0.026904576602651,9504.9251280163,14459.419626731,20792.893529441,-19847.565262338
256,3.374959730406837,2.1602853820136425,208900168885.90668,0.0035053965783189,-0.0015054968152063,0.0,-0.024067112471515,8948.9865223467,13147.080390342,19124.356251455,-17453.552348146
257,3.095580901064141,1.876117590186145,198320343638.6284,0.0032702922498124,-0.0013241140764911,0.0,-0.022011696148337,7808.264978524,11426.60741966,16643.325753839,-15110.831558351
258,2.9683909430872406,1.5245787615837598,209427056764.6328,0.0026822709121231,-0.0008805646608112,0.0,-0.016926330745404,6445.3843466161,9309.9448521535,13619.850830231,-12150.330308745
259,3.223169276022277,1.3318978289878227,201926337156.19852,0.0026693815997675,-0.0005982043570245,0.0,-0.015318733988817,5770.1932561384,8167.2908371315,12030.818888648,-10435.162517347
260,2.316614642890721,2.9957651616504037,204279224958.4127,0.0041707419715663,-0.0028753928340604,0.0,-0.034195070999808,11886.789163628,18103.981156234,26023.931594404,-24877.080032207
261,5.011277068525272,1.8076085148667944,201833346732.32407,0.0038662631805709,-0.0006103202836008,0.0,-0.020781859246908,7972.0654082885,11118.756936236,16461.625547219,-13980.780185314
262,2.452445484989287,2.2792534113224407,199846175167.86133,0.0034409892382902,-0.0020152966872319,0.0,-0.026574287533865,9196.5284638174,13811.309853716,19944.750740174,-18730.648202166
263,2.935616760843894,1.832960782293536,200290933355.3305,0.0031296730494509,-0.0013092879128257,0.0,-0.021296292246959,7609.0122638928,11158.9774418,16241.843427224,-14788.541008586
264,5.190797228395499,1.7430657575567927,193647281085.67053,0.0040276674097705,-0.000494929004193,0.0,-0.020876396951757,7766.7184408298,10741.043704104,15949.076425013,-13379.343383771
265,6.213161370017525,2.719506950156496,196785253376.75287,0.0054495111561454,-0.0013730284235435,0.0,-0.032106039884906,11700.333143974,16656.401014835,24487.639055179,-21411.768907671
266,5.972067853555367,1.7238708530093756,192959968666.8592,0.0043304449460451,-0.0003102281277596,0.0,-0.02069546923029,7866.7220591781,10667.989641863,15949.53232688,-12993.059908852
267,8.359076153504486,2.4588041935616665,208232003841.57367,0.0056652053597479,-0.0004379405869171,0.0,-0.027358088334234,11185.440238999,15207.579527217,22716.041752928,-18577.762480739
268,4.276359024620366,3.329101528088057,204735595010.31305,0.0051657677076035,-0.0026562340942714,0.0,-0.037868380295225,13586.13675362,20210.31016453,29277.213236048,-27160.171589659
269,3.62421156294764,1.072176478336384,205084365890.6213,0.0025004482449902,-0.0001976048454984,0.0,-0.012113131718114,4872.79626173,6630.1270466003,9900.9374054568,-8106.7429393082
270,5.11518789240334,2.461014653215105,194386140022.5302,0.0047923451887094,-0.0014249007355527,0.0,-0.029427585180304,10475.873516332,15045.763637018,22053.40523692,-19521.108867893
271,4.135951834820089,1.6054006792995397,207531846988.7721,0.0032232702355057,-0.0006241922664336,0.0,-0.017958785031896,7010.5998898014,9857.9355490982,14553.984358327,-12506.44886721
272,2.758329236790556,1.7998708577096434,205018254634.38223,0.0029558476421491,-0.0012948054411463,0.0,-0.020433053453081,7444.1340089932,10950.812061956,15922.511603213,-14556.982983214
273,3.3269304400266955,1.7012618227990577,199285603034.64935,0.0031510390206823,-0.0010279501130245,0.0,-0.019848760929477,7195.5796755872,10389.689254858,15201.354560265,-13554.326011378
274,3.807495236204405,1.8009543290717995,194993489172.47604,0.0035213332202748,-0.0010183830302471,0.0,-0.021465884731556,7680.3723848969,11013.816032887,16151.976885447,-14267.040557491
275,4.598645328509844,2.035288426046329,202399473663.7756,0.0039458469136503,-0.0010153115767005,0.0,-0.023363125431958,8745.174397663,12462.894364294,18315.783749083,-16039.224106395
276,4.835064150950238,2.0918632873840592,203324840548.9516,0.0040780944521697,-0.0010045471455667,0.0,-0.023900365734986,9012.3844515212,12815.260104955,18847.852922911,-16454.143874107
277,3.819033728611779,1.829234158179838,201236572875.3234,0.0034473012495683,-0.0010176500402216,0.0,-0.021128058108148,7790.3429583005,11184.237539772,16395.580255916,-14504.94085884
278,4.285797613482531,1.8770723036779264,202582517961.70032,0.0036527224733106,-0.0009214023907052,0.0,-0.021526120679366,8075.2078045808,11496.419994571,16901.277121534,-14779.557176215
279,4.182734279306018,3.242584688696739,205030955073.7622,0.0050308291836475,-0.0025780095893274,0.0,-0.036830688594099,13236.959415702,19686.060421114,28520.082263491,-26449.378053956
280,6.779437353590055,1.421171677149897,198549256543.8969,0.0041858766906248,0.0,0.0,-0.016528435079848,6896.1442944835,8894.9451092335,13538.809423285,-10182.666331328
281,3.2653226522649303,2.5825537335685884,208103048378.48843,0.0039233359598834,-0.002043242434695,0.0,-0.02890250549658,10527.941637073,15675.364935537,22700.9001445,-21084.374789479
282,3.431572150963168,1.521069144857912,197432770909.40057,0.003021083571745,-0.0007795288513753,0.0,-0.017899563318857,6534.4798868903,9313.7345141642,13687.029848835,-11988.200707226
283,3.920598182538431,1.7560476251683022,202808507928.7201,0.0033798392442797,-0.0008891090852483,0.0,-0.020118499151453,7534.9646620399,10750.516283135,15793.071694778,-13852.156863676
284,6.060113087466165,1.68964728685371,196793952743.67877,0.0042422838932594,-0.0002597172363281,0.0,-0.019883458857979,7756.2932147507,10467.346626119,15676.303146287,-12676.176885944
285,2.610844365332533,3.094652304183237,204368625466.94717,0.0043600802935112,-0.0029008395769659,0.0,-0.035302586476603,12327.437757487,18713.455573906,26928.883884162,-25636.364145317
286,3.3104565665923325,2.4383405682835284,205455691328.47165,0.0038368461348704,-0.0018831648858786,0.0,-0.027634085553175,9990.4517861913,14812.400694212,21481.170122129,-19842.295179913
287,1.7197710328619211,1.8715034635179768,199265663366.1429,0.0027397951934708,-0.0017539723140292,0.0,-0.021892004828579,7486.2055590568,11324.58247092,16314.859961562,-15463.471251695
288,5.831037580676408,1.333684983126756,202867079548.35345,0.0036440616432802,-1.8478847351968e-05,0.0,-0.01519571545696,6354.1670366175,8318.7878924753,12593.932235841,-9707.2093110614
289,1.4903099503565602,1.4457536081637172,209580177386.5405,0.0020573816002893,-0.0012388658517817,0.0,-0.016074967756909,5818.9188667707,8757.0026017447,12637.259565209,-11899.469548949
290,3.991549068492663,1.859764378770326,189659647350.55975,0.0037627265725256,-0.0010610758637091,0.0,-0.022788589043268,7944.423037349,11376.745576863,16692.036035901,-14715.984267293
291,2.2817394495529357,2.2743701792828444,199295088026.0143,0.0033794756656693,-0.0020696506978301,0.0,-0.026595194852452,9140.1507413045,13772.700355299,19867.135471738,-18737.543919647
292,2.7714172054036563,2.475473890703859,198625305732.11288,0.003801800761071,-0.0021674955067205,0.0,-0.029036357938108,10012.109766398,15006.119254682,21684.412603233,-20312.396057114
293,3.777589444865825,2.586787007217342,195005303277.03333,0.0043929060065284,-0.0020177045464727,0.0,-0.030879615017187,10657.372872453,15728.400857424,22844.572358077,-20974.455783887
294,2.5161213493834067,1.4901348303385216,194245366146.9661,0.0026745998149058,-0.0010548223979395,0.0,-0.017847999017424,6214.4708582997,9078.7458502011,13231.120337343,-11985.48983525
295,3.3439622336277184,1.811296130539665,201951501817.3188,0.0032353276794876,-0.0011427497878956,0.0,-0.020858786362465,7617.0086167393,11050.806948651,16142.674511624,-14487.225024688
296,5.809241382603724,2.6743543321836647,202245686481.0993,0.0051003301444811,-0.0014089878910813,0.0,-0.030728929770675,11439.470390474,16363.602573729,24017.842837065,-21142.005100204
297,7.320008722453428,2.340363031538378,201571762611.01984,0.005328506961689,-0.000546077390512,0.0,-0.026918169363306,10505.686596681,14440.521088724,21487.88777954,-17864.00889265
298,4.480817032271317,1.6302131982126546,197860620064.1027,0.0035419031217369,-0.0005739679431137,0.0,-0.019119864325587,7181.1857176502,10025.541912391,14838.063468319,-12619.792344482
299,5.2766735527277255,2.753509692950185,210238728810.3635,0.0047949072973423,-0.0016099174214851,0.0,-0.030454434848858,11622.149864096,16809.879300251,24580.705323828,-21968.432321041
300,3.36066344284406,2.4329277995270786,214683091374.63443,0.0036842989834913,-0.0017810511924528,0.0,-0.026385901023154,9980.934383375,14782.508362234,21445.406620734,-19781.686998608
301,5.462312488710465,1.999857964503086,200112087727.35492,0.0042828349335613,-0.0007072820485025,0.0,-0.023192229201838,8801.7889366842,12296.884533394,18195.195035938,-15491.11770208
302,5.408101485344094,2.7628516817842983,205217397959.4227,0.0049712659415951,-0.0016194986480429,0.0,-0.031302199847979,11686.656728817,16872.968363426,24687.847329478,-22010.523694165
303,5.201218642075471,1.6969599034990834,195446282276.7125,0.003942950203574,-0.0004290788310206,0.0,-0.020133054479278,7594.0225499126,10465.002089249,15558.368137286,-12983.511244847
304,2.416984669403066,2.455592390889787,206166031620.13208,0.0035136523815555,-0.0021745402752376,0.0,-0.027758612742387,9858.1336470782,14867.59677792,21440.368338765,-20243.820560398
305,2.5762068747576694,2.187363762691216,197168620235.61057,0.0034336186753724,-0.0018880261779252,0.0,-0.025842639072195,8874.9593075805,13266.387625728,19187.256901112,-17911.88064402
306,4.272967674134572,1.6691184813622113,207623731439.9448,0.0033396999738661,-0.0006570432419596,0.0,-0.018664033260228,7282.8406271172,10247.727368522,15125.923371239,-13010.557686359
307,2.876772760355085,1.5576393422826125,192434669244.90533,0.0029203018349432,-0.0010309737618759,0.0,-0.018824977905292,6550.622900615,9503.4019299461,13882.413734603,-12458.250434923
308,4.859925340029205,1.6181131041142582,184925677510.13052,0.0039324194204017,-0.0004668425379234,0.0,-0.020292816568474,7219.1635213582,9973.396801682,14814.579507983,-12408.607490575
309,4.933602748260615,2.866995728644177,211374587263.4975,0.0047625112020166,-0.0018369143378672,0.0,-0.03155404262808,11977.077928228,17472.376902391,25475.962609712,-23033.465586456
310,3.6102018013476815,1.223251483247907,194485893012.5157,0.0028015283673322,-0.0003565673920255,0.0,-0.014588569734729,5443.3685527406,7536.1712987621,11186.012675204,-9398.7516874505
311,4.287316969578298,2.6545339151243064,201475313170.5937,0.0045194513461681,-0.0018735671408438,0.0,-0.030659229610023,11027.413723985,16162.502538435,23529.178068213,-21406.700684031
312,4.327702396978244,2.019026693739629,198352326755.75137,0.003903736145387,-0.0011032847201781,0.0,-0.023656015463931,8623.4854842161,12350.680954448,18120.259008868,-15977.793464566
313,3.084953183939443,1.8912064694389292,201085449584.6316,0.003237699495793,-0.0013276804858723,0.0,-0.021884308996975,7863.1047828694,11516.434467845,16769.499122041,-15242.262443424
314,5.220309997140828,2.687345228949378,200148531070.9626,0.0049426185535728,-0.0016279166513094,0.0,-0.031219237444449,11358.536051763,16409.841742306,24004.981892414,-21420.576468663
315,6.49152522600273,3.685502752580868,189759110986.3845,0.0068797779026657,-0.0025798589087012,0.0,-0.045177612149112,15429.216631089,22468.226001449,32779.902582917,-29566.154567446
316,6.862806000253316,2.387225086844743,200228091573.9629,0.0052406296203538,-0.0007342360996365,0.0,-0.027658785891746,10582.529264924,14697.255032706,21791.55613882,-18394.017808892
317,2.5266869443876536,2.6219288567894345,204593727482.80933,0.0037672575876835,-0.002356603321285,0.0,-0.029868443694915,10514.034111518,15871.915660053,22881.538088255,-21630.677487303
318,4.087104268555595,1.16076063315956,188984900428.4298,0.0030039654397411,-0.0002005401010933,0.0,-0.014226549038998,5311.6733100183,7186.9007140122,10753.534965801,-8730.1758262154
319,2.182699014564025,2.9254110977469527,207367166916.8816,0.0039928890898274,-0.0027905971321016,0.0,-0.032896981658696,11590.054270288,17674.556138324,25396.1103349,-24315.55695159
320,8.27491996128988,2.322959626043112,204028937379.97543,0.0056043017643077,-0.0003545431539803,0.0,-0.026368350802854,10650.968222048,14387.639613419,21540.173642342,-17443.553508063
321,3.848747391672155,3.789373876064068,199602900637.0532,0.0056400408842054,-0.003427888617049,0.0,-0.044241370171257,15239.095646025,22949.641576761,33111.109750965,-31205.749991573
322,2.0311754418191024,1.885454809687324,203411798604.68964,0.0027974985733406,-0.0016371087210049,0.0,-0.021597490027628,7608.1344202051,11425.18257976,16499.29683768,-15493.747039839
323,2.636067760582136,2.308674975591219,200545787599.1538,0.0035313204731556,-0.0019857040869935,0.0,-0.026819185748974,9348.8879978748,13997.816548406,20234.162207372,-18929.156723809
324,2.79393640400773,1.41619949231203,194241123266.023,0.0027008213609205,-0.0008698803161041,0.0,-0.016951338784926,5995.3122290147,8650.1331353636,12659.380988479,-11276.225635502
325,3.191591933204476,1.975009756446109,209205877740.93057,0.0032389157608254,-0.0013419091669007,0.0,-0.021967871468391,8204.9140215375,12025.186548662,17506.35382037,-15926.336334042
326,5.414882922730474,2.1573758026499648,189175119100.006,0.0046938204994189,-0.0009686037759688,0.0,-0.026479371089977,9389.2873784751,13239.532527731,19527.820912607,-16847.155635213
327,1.5133605526390184,2.200415496918341,203859825960.7217,0.0030233880630102,-0.0021754429843452,0.0,-0.025173600315493,8689.3407978024,13287.445615453,19075.368022846,-18326.171868293
328,3.843969351444103,2.708066931847583,200475064767.03244,0.0044310665515223,-0.0020899922359547,0.0,-0.031448363555068,11132.502479259,16459.78423328,23892.289489393,-21989.291157165
329,5.373125947486328,2.377114801111989,205889452391.82,0.0045312086806503,-0.0011650580980319,0.0,-0.026824223939493,10214.347679609,14556.076137631,21392.257332081,-18732.299954635
330,7.964110483100777,2.7814558057597605,204249339002.3828,0.0059737984482248,-0.0008487288107295,0.0,-0.031592863851641,12323.039139164,17122.665210176,25383.518519575,-21440.826416308
331,3.0291749610644487,1.722745512683169,195078820069.85147,0.0031261378670299,-0.0011748161146,0.0,-0.020542428463385,7211.1636571714,10502.424043604,15321.755784404,-13822.143346985
332,7.206678481952012,1.885975442224737,192930884278.54312,0.0050057452681534,-0.0002118119497173,0.0,-0.022625110665768,8755.4044643405,11707.404558151,17590.647195177,-14022.897614302
333,3.1127000754780925,2.199251140704567,207678953515.63956,0.0034703660234045,-0.0016412259776326,0.0,-0.024653989669555,9038.8569181533,13366.731396821,19401.35947815,-17860.38950844
334,2.6060358697170423,2.6091130747990605,200014922039.28784,0.0038585103301003,-0.0023694136981091,0.0,-0.030400105745236,10482.881022594,15799.196517521,22788.833753928,-21498.692579261
335,1.9906683849097,1.8880495758597204,201219227670.5235,0.0028153902263594,-0.0016710002198699,0.0,-0.021864144959151,7609.0406734602,11438.597594564,16512.948301985,-15527.448356428
336,5.750936788439968,2.017129390426855,205351772871.81543,0.0042997712001332,-0.0006198616181684,0.0,-0.022788883159671,8931.2496030171,12416.066477174,18403.014414147,-15555.945642069
337,2.8015516316371145,2.873377391588498,200607310229.70737,0.0042187196239156,-0.0026235295667454,0.0,-0.033382279990473,11529.505595309,17395.744426643,25082.651979762,-23695.71971332
338,6.606570749138768,1.5603871066961863,201401211347.0532,0.0042123831529439,-5.0938139182445e-05,0.0,-0.01791385091932,7386.3998224198,9721.0210772513,14689.109744428,-11418.522970723
339,3.69991300807618,2.389763378842288,207704453272.9583,0.0038876933315668,-0.0016853470061114,0.0,-0.026777806490053,9892.1584595887,14541.81054125,21148.779064349,-19317.113651681
340,4.061581347567556,2.414091571826192,198999604989.9762,0.0042238320075552,-0.0016727802682835,0.0,-0.028224464806834,10064.563479233,14707.323173561,21432.125124365,-19421.409388465
341,3.940672255793619,3.184834492915694,198407686861.2957,0.0050414433393876,-0.0026706801777899,0.0,-0.037387085817071,12964.110897502,19326.399064872,27976.920651056,-26026.070004163
342,5.055786029690252,1.9658495132339129,204226205802.62137,0.0040075399839929,-0.0007794649846651,0.0,-0.02234706912901,8582.6681748847,12070.758991896,17819.788289289,-15316.898370595
343,3.3951544993628087,2.8401841500227345,190469359004.3247,0.0046353627519374,-0.0025209348192841,0.0,-0.034734358445175,11534.85269933,17228.569741174,24924.391803183,-23243.590391662
344,7.511005501041483,2.0024038374676736,206271325028.4093,0.0049187972476851,-0.000235295715242,0.0,-0.022472227596736,9264.8194503661,12422.619081261,18647.127137544,-14928.760324981
345,4.977278103346598,2.365374429159411,189314227393.66324,0.0047542125693954,-0.0013855761712676,0.0,-0.02903986338263,10082.25835492,14464.331830799,21209.163238912,-18745.056930264
346,4.322028953406462,1.8084511601473328,200581683549.0908,0.0036279987368772,-0.0008350308392095,0.0,-0.020940668101303,7822.7086301539,11086.575056581,16323.968390546,-14184.309825591
347,5.127911799062507,2.497622962327688,196485896718.9303,0.0047868919449104,-0.0014512878678567,0.0,-0.029547787036568,10617.598231961,15266.046266471,22367.981578086,-19829.426915314
348,4.416093452798038,2.701246066298268,203110716059.4003,0.0045820745898183,-0.0018744006949806,0.0,-0.030946164112185,11233.298452455,16449.849077797,23954.502410161,-21768.283632236
349,6.144978171995601,1.2957497381375391,189815277007.3297,0.0039775836798582,0.0,0.0,-0.015764069506051,6279.559864535,8107.9322388831,12336.334905872,-9294.1245172097
350,5.165148041826837,2.693371234731047,198370020804.79877,0.0049722047769386,-0.001667777039478,0.0,-0.031571359507695,11369.0766428,16442.859880088,24044.505759339,-21487.470958
351,5.578923465276244,1.9555039212093683,203746013705.06827,0.0042026901250935,-0.0006044815556688,0.0,-0.022266758498727,8659.254562349,12036.991000633,17841.639455754,-15079.68144962
352,6.689582679711698,2.3571720176394706,196437469697.615,0.0052406288872432,-0.0007672642181484,0.0,-0.027840021805177,10430.066215865,14507.509580053,21498.93138205,-18187.151584561
353,4.886951034715337,2.2660979134875925,200327593539.24976,0.0043495950613846,-0.0012166001508891,0.0,-0.026288196269671,9685.323405071,13863.653458819,20343.896513149,-17924.557927524
354,5.656435368801199,1.9124550936291376,204766769930.9624,0.0041646110553473,-0.0005256400059782,0.0,-0.021662406406356,8512.916053312,11782.768178266,17490.870961959,-14690.585179018
355,4.281525233739138,2.31601891980009,195141754434.432,0.0042835178048651,-0.0015103012933994,0.0,-0.027601964043205,9740.873586978,14130.590071208,20642.279665404,-18522.670952941
356,5.864033903871631,1.5076183456657548,198482261287.84464,0.0039293880105385,-0.000145611367614,0.0,-0.017577544211053,7021.789592896,9364.3630145454,14083.454428941,-11180.448284151
357,3.881553419938641,1.7899924317602542,205766844453.02853,0.0033528618532308,-0.0009289484453369,0.0,-0.020215485734948,7655.1321287604,10952.010700015,16074.067429288,-14152.472429785
358,2.4889557012780013,1.478605174598341,195702892029.7328,0.0026311198791479,-0.0010413866023959,0.0,-0.017578221203585,6164.6775757467,9008.0794824394,13127.119782031,-11894.944958711
359,4.8738815105801,2.761559305708642,193205026186.13745,0.0050670069959611,-0.0018954697058704,0.0,-0.033248313150589,11563.507457453,16836.349407714,24564.568462427,-22151.690384719
360,7.093716676734884,1.864962914621207,217716170921.8328,0.0043749812043726,-0.0001911070872387,0.0,-0.019827074667798,8650.6963292356,11575.310876975,17387.952590399,-13876.119820309
361,7.58949291529334,1.6332012367515991,201158096631.0077,0.00467138383195,0.0,0.0,-0.01875348270183,7880.4431529347,10211.063379316,15516.333549446,-11759.01175549
362,4.694340430010406,2.527158873247043,196589660105.3719,0.0046483851612725,-0.0016285272817531,0.0,-0.029895907687417,10633.910151655,15420.06263987,22528.922606646,-20204.932208339
363,9.282627702800577,3.2757646690862163,193771838606.4196,0.0073775504174967,-0.0010855913725743,0.0,-0.039222076309737,14491.599134016,20160.398619238,29874.214893481,-25278.7887037
364,4.117094196605173,2.3047693394908264,197237789893.0693,0.0041615837622925,-0.0015335841948169,0.0,-0.027179946420849,9661.7134958119,14054.117603077,20511.718168768,-18473.522138186
365,3.5809376928813106,1.3093803093899183,193501811458.1212,0.0029017503811939,-0.0004773447201708,0.0,-0.01570323741189,5763.8328664521,8051.3915401596,11913.923991059,-10141.160589465
366,3.743200595861026,2.1323222976609464,191631945533.99057,0.003936533014809,-0.0014823635287702,0.0,-0.025884129085467,8924.3201632166,12999.146047708,18963.356096143,-17110.259618982
367,2.7673649351389185,2.5257516053681357,203795292442.5238,0.0037578892527379,-0.0021743389836226,0.0,-0.028875924811554,10202.010713586,15307.499327989,22111.948988809,-20741.947708912
368,4.007270074779927,1.5796648583393398,204572160804.9355,0.0031941189362836,-0.0006426016766892,0.0,-0.017928367590854,6884.439422927,9696.5921515351,14307.642253358,-12323.82073792
369,2.4244987700384613,2.9826094228125264,182907714906.39444,0.0046700707686155,-0.0031559799437402,0.0,-0.038019493140565,11860.818609571,18031.002928116,25934.669960349,-24734.396680081
370,3.798642338477806,2.539785742370772,209829860706.94037,0.0040411376332851,-0.0018137403175995,0.0,-0.028174245518087,10483.630931242,15447.537049685,22448.443481786,-20567.900984267
371,2.255830760014172,1.6858975614985894,192207795222.36084,0.0028225149430235,-0.0014027926314631,0.0,-0.020424457235706,6900.2139684777,10239.703678415,14845.418554094,-13728.64177062
372,3.514430485263948,1.9828102055465664,198540615610.46112,0.0035461205374827,-0.0013195822869607,0.0,-0.023230512395823,8305.9649569416,12089.403308953,17640.636745289,-15900.799657001
373,5.225399225114981,1.7422165351517374,198689998131.1111,0.0039378825597387,-0.0004701834027108,0.0,-0.020335776326461,7771.2184750886,10737.911652299,15949.247293755,-13362.370770767
374,5.500958419957798,1.7612527874967494,202155514812.81677,0.0039954267090799,-0.0004112225256444,0.0,-0.020199359094512,7904.4224245132,10866.972408183,16169.313003969,-13446.076922175
375,3.201364487301371,1.4953066722653765,203370009122.5085,0.002818365249638,-0.0007981111142756,0.0,-0.017087494524908,6385.7260725189,9146.7140868391,13419.080069938,-11834.2232009
376,3.823430205009364,3.3784412214209008,196830925694.0447,0.0052519067757291,-0.0029717778430757,0.0,-0.039988348539797,13673.417496932,20482.275460678,29603.088077705,-27710.265474601
377,4.8066745568130544,2.6442791271287227,194074597344.56372,0.0048851909770103,-0.0017608370607819,0.0,-0.03168969085137,11103.337030101,16128.912050058,23550.729464549,-21171.236964861
378,3.05700348652516,1.5389809311410891,201297555650.32623,0.0028400110180989,-0.0009055172123451,0.0,-0.017774494937025,6519.655042744,9401.1258284581,13761.186718312,-12247.796434575
379,2.577725181624966,1.944138152779792,192601127809.63876,0.0032387865019985,-0.0016222193634759,0.0,-0.023505521231035,7951.9012347335,11806.868741417,17114.359422257,-15838.236007163
380,3.4233133929647424,1.5980204724221243,200341909660.7864,0.0030583085697846,-0.0008651981102479,0.0,-0.018537529130485,6824.9315662988,9775.2895198268,14341.521697939,-12646.774500117
381,3.6656802206596857,3.346619404946684,194516177810.4139,0.0052162016225836,-0.0030186480619513,0.0,-0.040084565438345,13517.044157334,20281.765442598,29297.239912158,-27482.505486036
382,3.4105364317920634,2.9063785499726733,188196659460.37396,0.0047747118828723,-0.0026325010412364,0.0,-0.035974903387544,11789.540549914,17626.600035547,25491.806668795,-23803.386313331
383,3.4772180374292243,1.1454712974200538,194639752652.6578,0.002659347917198,-0.0003018745943511,0.0,-0.013647354263051,5118.6298413971,7062.1979779372,10495.042700968,-8773.6069217658
384,3.79729992835081,2.2736401481353936,198053319136.19287,0.0039862514742232,-0.0015920141668228,0.0,-0.026710024292839,9472.7636184951,13850.064216893,20179.215298029,-18299.341128923
385,2.292913055595193,2.028563695195458,198722918144.17444,0.0031223241513507,-0.0017682663060592,0.0,-0.023781845720436,8209.3672054978,12298.10415371,17774.114513538,-16638.980976246
386,3.1860704794736234,2.0897863492252657,211117547812.5211,0.0033267895979066,-0.0014649178273674,0.0,-0.023039109691952,8639.4569285914,12713.690361806,18483.57119601,-16906.271578546
387,5.283446773317253,2.5834643428629307,203041257245.02307,0.0047837891640665,-0.0014591898895615,0.0,-0.029577172055499,10977.978047076,15789.643464498,23132.464367693,-20516.849722729
388,4.815128345407056,1.9318213507422488,203576469403.5373,0.0038930686631119,-0.0008165863893692,0.0,-0.022034628678951,8400.2104057063,11853.571896593,17479.180125498,-15095.465160077
389,3.146134389294574,2.9155769498348048,192337909784.21365,0.0045770428179587,-0.002675542223036,0.0,-0.035319822025619,11765.944607667,17667.5345095,25514.673022994,-23957.155926653
390,1.7397928286216544,1.5476375771480302,204491290593.3504,0.0023113354373791,-0.0013139955533372,0.0,-0.017632306783636,6261.0484555137,9382.0621107167,13558.376909805,-12697.079802228
391,3.639185836664789,1.6996010537366737,197395183603.5897,0.0033005820014509,-0.0009344920506592,0.0,-0.020010181039378,7258.3542436557,10396.53477715,15252.735071339,-13451.127300228
392,6.620554999138654,2.396780468475209,188451850446.04385,0.0054806062093788,-0.0008748798830003,0.0,-0.029512593513359,10565.058498979,14741.375111575,21821.8774903,-18544.374375333
393,4.108734032305747,2.71806265143616,204326130908.35468,0.0044575719194942,-0.0019796985975972,0.0,-0.03096262407854,11229.049995035,16534.067467471,24033.12177951,-21999.059104342
394,5.013164606935697,1.2635448665492115,190444790120.95624,0.003471833956576,-0.0001082904382156,0.0,-0.015350700066628,5906.7942586881,7853.6554746501,11824.123455663,-9342.3767082759
395,2.763049913494417,2.3860502003723965,190772351428.186,0.0038521374445053,-0.0021443941533588,0.0,-0.029136551184041,9670.6598535108,14468.867691023,20920.184605543,-19552.311695629
396,5.25069693388437,1.8964600191260648,201889926367.2663,0.0040525334262755,-0.0006423258230947,0.0,-0.021797370486428,8362.3657923124,11664.872626722,17269.266410057,-14669.904142343
397,3.098425337967188,2.338981887778308,187204663826.77728,0.0040077238607814,-0.0020088918973789,0.0,-0.029094499133249,9566.2238608655,14204.561082451,20589.506855728,-19055.604030266
398,5.826371227607183,2.5057375125278987,196402689428.90024,0.005070494710468,-0.0012345051237238,0.0,-0.029636912517834,10803.029720678,15352.525123012,22583.991256214,-19699.688026119
399,6.092990163693571,2.6129437807024942,195314146148.3605,0.0053237832979624,-0.0012887485429216,0.0,-0.031076648873904,11269.111116324,16010.318891846,23553.91544943,-20537.526530963
400,2.1957073035688954,2.502957208368606,199717600363.70325,0.0036296693112204,-0.0023738836710129,0.0,-0.029215054983123,9988.956174912,15139.858475406,21797.566062534,-20710.569308431
401,3.91988496054024,1.716784415795475,199231538093.88257,0.0033970185541619,-0.0008568652972639,0.0,-0.020019021426939,7385.6378341492,10514.679152683,15457.997370994,-13517.421844566
402,3.0636356268516187,2.7013705728563404,197152229999.0755,0.0041949835972238,-0.0023701757721131,0.0,-0.031921422084857,10934.374352159,16377.483708989,23671.280672517,-22154.603582829
403,7.84103317246413,1.932918308096599,199220048789.8241,0.0051434536015083,-0.0001266820478765,0.0,-0.022443464366186,9074.0931834963,12023.434565631,18124.182828556,-14242.329172999
404,5.051098730107388,2.333214261864585,197484857286.2595,0.0045504464866363,-0.0012643476122523,0.0,-0.027455844327499,9976.4923770403,14275.313359381,20950.527515329,-18449.885919936
405,5.300417438873982,1.5090012252718377,203520055058.89185,0.0036214418495461,-0.0002443528811601,0.0,-0.017173777654711,6902.2843065732,9342.1645857029,13976.753034036,-11352.683176828
406,2.0373681799118666,1.9856207300368889,198179278846.60165,0.0029845805841444,-0.0018024575877584,0.0,-0.023348401959247,7989.8429092484,12026.716182759,17354.539669435,-16345.925841799
407,2.9088185855081807,2.411581056062108,204447690010.62668,0.0036765110772354,-0.0019860370923109,0.0,-0.027475668978798,9799.9595354358,14630.13049573,21168.686030973,-19728.661070344
408,4.962990894378272,2.347620918646041,210152394198.52493,0.0042590219486269,-0.001231810869608,0.0,-0.025963279353313,10011.637849851,14356.956375266,21054.729269846,-18597.741516762
