time,max_disp_x,max_disp_y,max_force_x,max_force_y,max_moment_z,min_disp_x,min_disp_y,min_moment_z
0,0,0,0,0,0,0,0,0
1,0.0035558547332798,0,8797.3377031378,12961.254525896,18836.111506771,-0.0015931469938294,-0.024775616277517,-17255.470247266
